Date,Ticker,Open,High,Low,Close,Volume,SMA_20,SMA_50,EMA_12,EMA_26,MA_Signal,EMA_Signal,daily_return,Close_lag1,volume_ma_20,volume_ratio,price_range,volatility_20,day_of_week
2024-01-04,AMZN,145.58999633789062,147.3800048828125,144.0500030517578,144.57000732421875,56039800,,,148.91532148553068,149.43282013567386,-1,-1,-0.026267891590348702,148.47000122070312,,,3.3300018310546875,,3
2024-01-04,GOOGL,137.38196297189364,138.1164190375322,135.32749413034747,135.3671875,27137700,,,136.95895801070174,137.05404139807848,-1,-1,-0.01821206491199412,137.87823486328125,,,2.788924907184736,,3
2024-01-04,IBM,150.73548724464538,152.23136086144183,150.6884442143557,151.3376007080078,3212000,,,151.675611146103,151.80476193107532,-1,-1,0.004746939152198593,150.6226043701172,,,1.5429166470861162,,3
2024-01-04,MSFT,365.22457289866344,367.61886702823733,361.7759907127874,362.53466796875,20901500,,,364.94282685229064,365.18950783895696,-1,-1,-0.0071775177432162884,365.15557861328125,,,5.842876315449928,,3
2024-01-04,ORCL,100.26348554998535,100.83909960253597,99.90251443684484,100.08787536621094,6822300,,,101.09818276851134,101.30872945693949,-1,-1,0.0012688048185274248,99.96104431152344,,,0.9365851656911275,,3
2024-01-04,TSLA,239.25,242.6999969482422,237.72999572753906,237.92999267578125,102629300,,,245.5082811886037,246.95914719821002,-1,-1,-0.0021807686270334248,238.4499969482422,,,4.970001220703125,,3
2024-01-05,AAPL,180.28737421180142,181.05015949262307,178.48439420396812,179.4849395751953,62379700,,,182.59078523187026,183.23505029308657,-1,-1,-0.00401299936097177,180.20811462402344,,,2.5657652886549442,,4
2024-01-05,AMZN,144.69000244140625,146.58999633789062,144.52999877929688,145.24000549316406,45153100,,,148.3498882559358,149.12224127326573,-1,-1,0.00463442024626004,144.57000732421875,,,2.05999755859375,,4
2024-01-05,GOOGL,135.72449810296587,136.13142710669655,134.1364906048939,134.71214294433594,22513900,,,136.61329415433775,136.880567438542,-1,-1,-0.004839020206902522,135.3671875,,,1.9949365018026413,,4
2024-01-05,IBM,150.44385317942692,151.04596669331715,149.27725196572524,149.73825073242188,4199400,,,151.37755569784437,151.65168702747135,-1,-1,-0.010568093904645304,151.3376007080078,,,1.768714727591913,,4
2024-01-05,MSFT,363.5494903829088,366.5940918144849,361.11577576637916,362.347412109375,21004600,,,364.5435322764575,364.9789822293583,-1,-1,-0.0005165184902844455,362.53466796875,,,5.478316048105739,,4
2024-01-05,ORCL,100.02933786126725,101.19031667414512,99.79519343830026,100.2244644165039,6133800,,,100.9637645605102,101.22841352801834,-1,-1,0.0013646912754736729,100.08787536621094,,,1.3951232358448635,,4
2024-01-05,TSLA,236.86000061035156,240.1199951171875,234.89999389648438,237.49000549316406,92488900,,,244.2747003123822,246.25772929413253,-1,-1,-0.001849229589212631,237.92999267578125,,,5.220001220703125,,4
2024-01-08,AAPL,180.38643729162627,183.86360885082058,179.80196071659407,183.823974609375,59144500,,,182.7805066745633,183.27867431651535,-1,-1,0.024174925453073204,179.4849395751953,,,4.061648134226516,,0
2024-01-08,AMZN,146.74000549316406,149.39999389648438,146.14999389648438,149.10000610351562,46757100,,,148.46529100171733,149.12059422365462,-1,-1,0.026576703830634596,145.24000549316406,,,3.25,,0
2024-01-08,GOOGL,135.26796265470722,137.96756674647926,135.23818883448922,137.79884338378906,21404000,,,136.7956863434841,136.94858787893065,-1,-1,0.022913305155635166,134.71214294433594,,,2.729377911990042,,0
2024-01-08,IBM,149.29606345267786,151.67629442172438,148.54341801477972,151.6010284423828,3321700,,,151.41193612008107,151.64793453968701,-1,-1,0.012440226200382654,149.73825073242188,,,3.1328764069446606,,0
2024-01-08,MSFT,363.8746551165755,369.6880031258094,363.5889371144665,369.18548583984375,23134000,,,365.25767897851694,365.2905750893942,-1,-1,0.018871595330739233,362.347412109375,,,6.099066011342927,,0
2024-01-08,ORCL,100.42934772793109,102.21470929447307,99.6390981577292,102.1073989868164,7038700,,,101.13970831840346,101.29352356200337,-1,-1,0.018787175179979743,100.2244644165039,,,2.5756111367438734,,0
2024-01-08,TSLA,236.13999938964844,241.25,235.3000030517578,240.4499969482422,85166600,,,243.6862844102068,245.82752689814066,-1,-1,0.012463646412957496,237.49000549316406,,,5.9499969482421875,,0
2024-01-09,AAPL,182.19932576748687,183.41781421075365,181.0204564512382,183.4079132080078,42841800,,,182.87703075663168,183.28824756773702,-1,-1,-0.002263368541841837,183.823974609375,,,2.397357759515444,,1
2024-01-09,AMZN,148.3300018310547,151.7100067138672,148.2100067138672,151.3699951171875,43812600,,,148.91216855794352,149.28721651206448,-1,-1,0.015224607114340927,149.10000610351562,,,3.5,,1
2024-01-09,GOOGL,137.46138108120132,140.42896436301152,137.11399969220417,139.89300537109375,24759600,,,137.27219696311636,137.16669287835015,-1,1,0.015197239221175218,137.79884338378906,,,3.314964670807342,,1
2024-01-09,IBM,150.5285242983917,150.9801058517416,150.06752552474111,150.60379028320312,2617200,,,151.28760599133062,151.5705905206882,-1,-1,-0.0065780434963124135,151.6010284423828,,,0.9125803270004837,,1
2024-01-09,MSFT,366.54488061699703,370.4663919405634,365.73691986628984,370.26934814453125,20830000,,,366.0287050040576,365.65937309347845,-1,1,0.00293582046494012,369.18548583984375,,,4.729472074273588,,1
2024-01-09,ORCL,101.3171440354704,101.9317833844625,100.77080456375926,101.10250854492188,6725200,,,101.13398527632937,101.27937430147881,-1,-1,-0.009841504649670707,102.1073989868164,,,1.1609788207032494,,1
2024-01-09,TSLA,238.11000061035156,238.9600067138672,232.0399932861328,234.9600067138672,96705700,,,242.3437801492315,245.0225254030093,-1,-1,-0.02283214932024613,240.4499969482422,,,6.920013427734375,,1
2024-01-10,AAPL,182.62527725276104,184.65608591378964,182.19929235625014,184.44805908203125,46792900,,,183.11872742207777,183.3741595317588,-1,-1,0.005671215902466331,183.4079132080078,,,2.4567935575394984,,2
2024-01-10,AMZN,152.05999755859375,154.4199981689453,151.8800048828125,153.72999572753906,44421800,,,149.65337273788128,149.6163112687663,-1,1,0.015590940651907248,151.3699951171875,,,2.5399932861328125,,2
2024-01-10,GOOGL,139.94262800363174,141.9276298192861,139.85330655657418,141.21302795410156,21320200,,,137.87847865403717,137.46642140247988,-1,1,0.009435944131060747,139.89300537109375,,,2.074323262711914,,2
2024-01-10,IBM,150.79193927309788,151.78918839153093,150.28391184964786,151.68569946289062,2967800,,,151.3488511408014,151.5791171089995,-1,-1,0.007183811095677006,150.60379028320312,,,1.5052765418830631,,2
2024-01-10,MSFT,370.84081671988235,378.52624647847034,370.7915632878579,377.14678955078125,25514200,,,367.7391795497074,366.51029283105646,-1,1,0.018574158084415426,370.26934814453125,,,7.734683190612429,,2
2024-01-10,ORCL,100.96540877729947,101.92521518966576,100.60303891039212,101.77830505371094,7270500,,,101.23311139592653,101.31633213497749,-1,-1,0.006684270435177053,101.10250854492188,,,1.3221762792736484,,2
2024-01-10,TSLA,235.10000610351562,235.5,231.2899932861328,233.94000244140625,91628500,,,241.05089127110452,244.20159777622388,-1,-1,-0.004341182513256769,234.9600067138672,,,4.2100067138671875,,2
2024-01-11,AAPL,184.7947925921475,185.3000308909078,181.90211286972462,183.8536834716797,49128400,,,183.231797583555,183.4096798236048,-1,-1,-0.003222455217526732,184.44805908203125,,,3.3979180211831874,,3
2024-01-11,AMZN,155.0399932861328,157.1699981689453,153.1199951171875,155.17999267578125,49072700,,,150.50362195909668,150.0284358174341,-1,1,0.009432101662268044,153.72999572753906,,,4.0500030517578125,,3
2024-01-11,GOOGL,142.4139716480829,144.13099411000476,139.58533778589887,141.01454162597656,24008700,,,138.3609498804894,137.7292451227389,-1,1,-0.0014055808518568247,141.21302795410156,,,4.545656324105892,,3
2024-01-11,IBM,151.48813858933957,152.62650244709127,150.80134190237956,152.56065368652344,3778200,,,151.53528230168172,151.6518235221494,-1,-1,0.005768205089411671,151.68569946289062,,,1.8251605447117072,,3
2024-01-11,MSFT,380.3293303889791,384.9405699760392,374.79189779905875,378.9794616699219,27850800,,,369.4684537220481,367.4339349672687,-1,1,0.00485930722444583,377.14678955078125,,,10.148672176980483,,3
2024-01-11,ORCL,102.19942883511047,102.67932823654735,101.40612467548803,102.61077117919922,6119000,,,101.44505905489156,101.41221650862354,-1,1,0.00817920995097099,101.77830505371094,,,1.2732035610593186,,3
2024-01-11,TSLA,230.57000732421875,230.92999267578125,225.3699951171875,227.22000122070312,105873600,,,238.9230620325812,242.9437017350742,-1,-1,-0.028725319101363445,233.94000244140625,,,5.55999755859375,,3
2024-01-12,AAPL,184.31927736691225,184.99292335610073,183.4574216568355,184.1805877685547,40477800,,,183.37776530432419,183.4667841158233,-1,-1,0.0017780677041772108,183.8536834716797,,,1.5355016992652395,,4
2024-01-12,AMZN,155.38999938964844,156.1999969482422,154.00999450683594,154.6199951171875,40484200,,,151.1369101372645,150.36855132111953,-1,1,-0.0036086969005325598,155.17999267578125,,,2.19000244140625,,4
2024-01-12,GOOGL,141.6001002299109,142.12612449032548,140.75648355960536,141.5802459716797,18785500,,,138.85622620221096,138.01450444488265,-1,1,0.00401167382583556,141.01454162597656,,,1.3696409307201236,,4
2024-01-12,IBM,153.3226787649301,156.15449086162891,152.7393854503548,155.9851531982422,4958300,,,152.21987782422948,151.9728109055637,-1,1,0.022446806755005877,152.56065368652344,,,3.415105411274112,,4
2024-01-12,MSFT,379.82682931782017,382.969968033559,378.99917320808413,382.7630615234375,21661200,,,371.5137779991849,368.5694258232812,-1,1,0.009983654092608818,378.9794616699219,,,3.9707948254748544,,4
2024-01-12,ORCL,102.93396714703863,104.50099086503656,102.80664903850578,104.4030532836914,9703800,,,101.90013509009154,101.63375997344339,-1,1,0.017466802791708425,102.61077117919922,,,1.6943418265307741,,4
2024-01-12,TSLA,220.0800018310547,225.33999633789062,217.14999389648438,218.88999938964844,123043800,,,235.84105239520693,241.1619460057834,-1,-1,-0.036660513098772496,227.22000122070312,,,8.19000244140625,,4
2024-01-16,AAPL,180.45578462721193,182.5361287641061,179.23728115128065,181.9120330810547,65603000,,,183.1522680392058,183.3516173725071,-1,-1,-0.012317012965289864,184.1805877685547,,,3.2988476128254547,,1
2024-01-16,AMZN,153.52999877929688,154.99000549316406,152.14999389648438,153.16000366210938,41384600,,,151.44815529493295,150.57532556860025,-1,1,-0.009442449238027617,154.6199951171875,,,2.8400115966796875,,1
2024-01-16,GOOGL,140.93513210487004,143.26751534885753,140.38925356432378,141.4214630126953,22670500,,,139.25087801920856,138.2668717462021,-1,1,-0.001121505036911219,141.5802459716797,,,2.8782617845337484,,1
2024-01-16,IBM,155.98518757089653,157.34934946345197,155.5524117432384,157.07652282714844,4869600,,,152.96705397852472,152.3508636404959,-1,1,0.006996625041097548,155.9851531982422,,,1.7969377202135774,,1
2024-01-16,MSFT,387.8768338056293,388.24139340844187,381.925557656747,384.53662109375,27202300,,,373.5172923214257,369.7521810285011,-1,1,0.004633570343108628,382.7630615234375,,,6.315835751694863,,1
2024-01-16,ORCL,104.2169738500381,104.46182153884413,103.24737162241209,104.37367248535156,7547200,,,102.28067930474693,101.83671645580696,-1,1,-0.00028141704112816246,104.4030532836914,,,1.214449916432045,,1
2024-01-16,TSLA,215.10000610351562,223.49000549316406,212.17999267578125,219.91000366210938,115355000,,,233.39012182088422,239.58772805440015,-1,-1,0.004659894354722027,218.88999938964844,,,11.310012817382812,,1
2024-01-17,AAPL,179.5741044525339,181.21856257523459,178.61317822966134,180.9709014892578,47317400,,,182.81667318536765,183.17526804782196,-1,-1,-0.005173553260094277,181.9120330810547,,,2.605384345573242,,2
2024-01-17,AMZN,151.49000549316406,152.14999389648438,149.91000366210938,151.7100067138672,34953400,,,151.48844012861514,150.6593760238052,-1,1,-0.009467203666572499,153.16000366210938,,,2.239990234375,,2
2024-01-17,GOOGL,140.28999288602355,140.77630858129382,137.85835383223127,140.40908813476562,20968600,,,139.42906419083272,138.42555444165126,-1,1,-0.007158566008037992,141.4214630126953,,,2.9179547490625453,,2
2024-01-17,IBM,156.91657374411622,157.88561433570325,155.70294382169268,156.2486114501953,4288600,,,153.47190897416635,152.63958570047365,-1,1,-0.005270751873366786,157.07652282714844,,,2.1826705140105673,,2
2024-01-17,MSFT,382.2803118556429,384.3789953999738,379.15686815383947,383.7484130859375,22234100,,,375.0913109005814,370.7889389586816,-1,1,-0.002049760580853377,384.53662109375,,,5.222127246134335,,2
2024-01-17,ORCL,104.26594516510598,105.28451250835754,103.50202152570705,104.23656463623047,7771500,,,102.58158474035977,102.01448298769019,-1,1,-0.0013136248428964326,104.37367248535156,,,1.7824909826504864,,2
2024-01-17,TSLA,214.86000061035156,215.6699981689453,212.00999450683594,215.5500030517578,103164400,,,230.64548816409555,237.8071558319822,-1,-1,-0.019826295019533036,219.91000366210938,,,3.660003662109375,,2
2024-01-18,AAPL,184.34901955890965,187.3704881134165,184.0914574471942,186.86526489257812,78005800,,,183.43953344801542,183.44860114743352,-1,-1,0.03257077991441726,180.9709014892578,,,3.279030666222326,,3
2024-01-18,AMZN,152.77000427246094,153.77999877929688,151.82000732421875,153.5,37850200,,,151.79791087805896,150.86979261463446,-1,1,0.011798781932089941,151.7100067138672,,,1.959991455078125,,3
2024-01-18,GOOGL,140.9847683324612,143.12857410055258,140.92522069629695,142.40403747558594,25746400,,,139.88675238848705,138.72025688860938,-1,1,0.01420812119302095,140.40908813476562,,,2.203353404255637,,3
2024-01-18,IBM,156.63433527018307,157.10473688620266,155.27015909931188,156.96360778808594,3776900,,,154.00909340707705,152.95988363288936,-1,1,0.004576017228278051,156.2486114501953,,,1.834577786890776,,3
2024-01-18,MSFT,385.9653010602353,388.2019420036005,384.3888004079398,388.0837097167969,23392100,,,377.0901414876915,372.0700330889124,-1,1,0.011297236634796315,383.7484130859375,,,3.8131415956606816,,3
2024-01-18,ORCL,104.78500542839974,106.63605319228654,104.42263566358922,106.45976257324219,10362300,,,103.17822748388015,102.34376295699033,-1,1,0.021328388409291188,104.23656463623047,,,2.2134175286973203,,3
2024-01-18,TSLA,216.8800048828125,217.4499969482422,208.74000549316406,211.8800048828125,108595400,,,227.75849073620586,235.8866261320437,-1,-1,-0.017026203279914,215.5500030517578,,,8.709991455078125,,3
2024-01-19,AAPL,187.5587047602819,190.15418823308323,187.0534815615711,189.76783752441406,68903000,,,184.41311869053828,183.91669273091355,-1,1,0.01553297041857693,186.86526489257812,,,3.1007066715121425,,4
2024-01-19,AMZN,153.8300018310547,155.75999450683594,152.74000549316406,155.33999633789062,51651600,,,152.34284710264845,151.20091881635713,-1,1,0.011986946826648914,153.5,,,3.019989013671875,,4
2024-01-19,GOOGL,143.65458671612103,145.35175478607076,143.29728578386394,145.28228759765625,34271900,,,140.71683472835923,139.20633323742766,-1,1,0.02021185756452848,142.40403747558594,,,2.0544690022068153,,4
2024-01-19,IBM,160.49161941609378,161.42301978094295,159.165083417662,161.3289337158203,6929100,,,155.13522268534524,153.57981326866204,-1,1,0.027811070280876482,156.96360778808594,,,2.2579363632809475,,4
2024-01-19,MSFT,389.9459487436234,392.8132019042969,387.7191405000406,392.8132019042969,29331100,,,379.5090738594769,373.6065641122742,-1,1,0.012186783596124906,388.0837097167969,,,5.0940614042562515,,4
2024-01-19,ORCL,107.0670123496162,107.94846564960658,106.77319209223289,107.40979766845703,11163800,,,103.82923828150736,102.71902478746935,-1,1,0.008923888915882472,106.45976257324219,,,1.1752735573736857,,4
2024-01-19,TSLA,209.99000549316406,213.19000244140625,207.55999755859375,212.19000244140625,102260300,,,225.36333869085206,234.13132067347794,-1,-1,0.0014630807600990448,211.8800048828125,,,5.6300048828125,,4
2024-01-22,AAPL,190.50092877344645,193.50258021639056,190.46129453087994,192.0760498046875,60133900,,,185.59203116963818,184.5210895511931,-1,1,0.012163348175248556,189.76783752441406,,,3.0412856855106156,,0
2024-01-22,AMZN,156.88999938964844,157.0500030517578,153.89999389648438,154.77999877929688,43687500,,,152.7177935144405,151.46603585064895,-1,1,-0.003604979862209201,155.33999633789062,,,3.1500091552734375,,0
2024-01-22,GOOGL,145.99689454630132,147.2772140972634,144.7463336676715,144.8952178955078,32200400,,,141.35966290792055,139.62773210098914,-1,1,-0.0026642594121341068,145.28228759765625,,,2.530880429591889,,0
2024-01-22,IBM,162.58962667637957,164.12312623212924,162.1944766733693,162.59902954101562,4926000,,,156.2835006631407,154.24790336291045,-1,1,0.007872709475862383,161.3289337158203,,,1.928649558759929,,0
2024-01-22,MSFT,394.14341273142753,394.73460432133396,387.80788119131773,390.68499755859375,27016900,,,381.2284467362641,374.87163325644605,-1,1,-0.005417853410694784,392.8132019042969,,,6.926723130016228,,0
2024-01-22,ORCL,107.79175608597376,108.40877711239114,107.01803640686069,107.8309326171875,7485300,,,104.44488356391969,103.09768462670773,-1,1,0.003920824336997475,107.40979766845703,,,1.3907407055304475,,0
2024-01-22,TSLA,212.25999450683594,217.8000030517578,206.27000427246094,208.8000030517578,117952500,,,222.81513320791447,232.25492677557276,-1,-1,-0.015976244642273096,212.19000244140625,,,11.529998779296875,,0
2024-01-23,AAPL,193.19546652112328,193.91863266844476,192.01659731903075,193.3539581298828,42355600,,,186.78617377890657,185.17537611257754,-1,1,0.006653137267737197,192.0760498046875,,,1.9020353494140068,,1
2024-01-23,AMZN,154.85000610351562,156.2100067138672,153.92999267578125,156.02000427246094,37986000,,,153.22582593875134,151.80336684485724,-1,1,0.008011406531487353,154.77999877929688,,,2.2800140380859375,,1
2024-01-23,GOOGL,144.79597726482936,146.0762969530336,144.40890246194306,145.93734741210938,21636100,,,142.06392206241114,140.09511101292398,-1,1,0.007192297521876112,144.8952178955078,,,1.6673944910905334,,1
2024-01-23,IBM,162.66486718192573,163.71857652537244,162.2697315614523,163.643310546875,3983500,,,157.41577910679214,154.94385945061154,-1,1,0.006422430741482188,162.59902954101562,,,1.448844963920152,,1
2024-01-23,MSFT,389.9361075398463,393.51278467024315,388.1428376176736,393.0398254394531,20525900,,,383.0455819213701,376.21742527000214,-1,1,0.006027433598870591,390.68499755859375,,,5.369947052569557,,1
2024-01-23,ORCL,108.01702096286014,110.35776456635877,107.30206233329908,109.52528381347656,9185900,,,105.22648360231305,103.5738030849869,-1,1,0.0157130347959078,107.8309326171875,,,3.055702233059691,,1
2024-01-23,TSLA,211.3000030517578,215.64999389648438,207.75,209.13999938964844,106605900,,,220.71126646664277,230.54270993217096,-1,-1,0.0016283349277841364,208.8000030517578,,,7.899993896484375,,1
2024-01-24,AAPL,193.59173469903226,194.54276001272405,192.52183688964197,192.6803436279297,53631300,,,187.69296914029474,185.73129963223326,-1,1,-0.0034838412850107803,193.3539581298828,,,2.0209231230820706,,2
2024-01-24,AMZN,157.8000030517578,158.50999450683594,156.47999572753906,156.8699951171875,48547300,,,153.78646735081844,152.17867264280764,-1,1,0.005447960655367012,156.02000427246094,,,2.029998779296875,,2
2024-01-24,GOOGL,147.42609610314366,148.72628517168496,146.98940837188923,147.58489990234375,25233500,,,142.9133032685546,140.64991018991805,-1,1,0.011289450709158766,145.93734741210938,,,1.7368767997957377,,2
2024-01-24,IBM,164.41477959473468,164.50886566697363,162.6648848819315,163.6339111328125,9097800,,,158.37241480310297,155.5875669826264,-1,1,-5.743842526217957e-05,163.643310546875,,,1.8439807850421346,,2
2024-01-24,MSFT,395.641052600286,399.670963497878,394.56706921313554,396.64605712890625,24867000,,,385.1379627225295,377.7306572595506,-1,1,0.009175232269200917,393.0398254394531,,,5.103894284742466,,2
2024-01-24,ORCL,111.08249779287524,113.04127930559245,110.99435621143904,111.95415496826172,11702700,,,106.26150996630516,104.19456989115541,-1,1,0.022176351160354546,109.52528381347656,,,2.0469230941534136,,2
2024-01-24,TSLA,211.8800048828125,212.72999572753906,206.77000427246094,207.8300018310547,123369900,,,218.72953344578306,228.86028710986605,-1,-1,-0.006263735117226887,209.13999938964844,,,5.959991455078125,,2
2024-01-25,AAPL,193.39360373027958,194.43378338829353,191.30334341188293,192.35342407226562,54822100,,,188.4099622067518,186.22182736853196,-1,1,-0.001696693858380005,192.6803436279297,,,3.1304399764105995,,3
2024-01-25,AMZN,156.9499969482422,158.50999450683594,154.5500030517578,157.75,43638600,,,154.3962416045387,152.59136355815522,-1,1,0.005609771850602074,156.8699951171875,,,3.959991455078125,,3
2024-01-25,GOOGL,148.94462008165343,151.90226857782716,148.41858066213035,150.73110961914062,29149100,,,144.11604270710632,141.3966657031938,-1,1,0.021317964906157227,147.58489990234375,,,3.4836879156968052,,3
2024-01-25,IBM,174.01095504247104,185.24413247231544,173.8886460405397,179.15713500976562,29596200,,,161.57006406566646,157.33346091056265,-1,1,0.0948655677144683,163.6339111328125,,,11.355486431775745,,3
2024-01-25,MSFT,398.38018064830356,401.03066452033335,396.61646894823883,398.9220886230469,21021200,,,387.25859747645524,379.30039291610586,-1,1,0.0057381926612747325,396.64605712890625,,,4.414195572094513,,3
2024-01-25,ORCL,112.52221026011621,113.78562530950117,111.99333832278118,112.62994384765625,8877200,,,107.24126902497456,104.81941240645178,-1,1,0.006036300122904015,111.95415496826172,,,1.7922869867199864,,3
2024-01-25,TSLA,189.6999969482422,193.0,180.05999755859375,182.6300048828125,198076800,,,213.17575982071065,225.43582175971395,-1,-1,-0.12125293136804816,207.8300018310547,,,12.94000244140625,,3
2024-01-26,AAPL,192.4524795638358,192.9378856146602,190.14427644491346,190.61978149414062,44594000,,,188.74993440481163,186.5476017482067,-1,1,-0.009012798116209697,192.35342407226562,,,2.7936091697467305,,4
2024-01-26,AMZN,158.4199981689453,160.72000122070312,157.91000366210938,159.1199951171875,51047400,,,155.12297291417696,153.0749658958613,-1,1,0.008684596622424712,157.75,,,2.80999755859375,,4
2024-01-26,GOOGL,149.9668989175663,151.39608755777192,149.87756232275885,151.04872131347656,26115500,,,145.1826086465479,142.11163278543697,-1,1,0.0021071409554302978,150.73110961914062,,,1.5185252350130725,,4
2024-01-26,IBM,179.98505648674373,181.00112565745513,175.13992578686364,176.32533264160156,9895900,,,163.84010538504108,158.74026622397295,-1,1,-0.015806249458106714,179.15713500976562,,,5.861199870591491,,4
2024-01-26,MSFT,398.4294490683389,400.20302354825617,396.517946945891,397.99591064453125,17803300,,,388.9104918100054,380.6852460811744,-1,1,-0.0023217014172178807,398.9220886230469,,,3.685076602365143,,4
2024-01-26,ORCL,112.27735900878906,113.10005115381534,111.91498172831622,112.27735900878906,5541800,,,108.01605209940756,105.3718528955138,-1,1,-0.0031304715852836784,112.62994384765625,,,1.1850694254991225,,4
2024-01-26,TSLA,185.5,186.77999877929688,182.10000610351562,183.25,107343200,,,208.57179677137054,222.31094607380922,-1,-1,0.0033948152034783963,182.6300048828125,,,4.67999267578125,,4
2024-01-29,AAPL,190.21365856737208,190.40188345436007,187.80639951640734,189.936279296875,47145600,,,188.93244900359062,186.7986148999599,-1,1,-0.003585683457971167,190.61978149414062,,,2.5954839379527357,,0
2024-01-29,AMZN,159.33999633789062,161.2899932861328,158.89999389648438,161.25999450683594,45270400,,,156.06713008227834,153.68126431148906,-1,1,0.01344896590822775,159.1199951171875,,,2.3899993896484375,,0
2024-01-29,GOOGL,150.9196568936853,152.6267593417516,150.29437659457986,152.35877990722656,27784300,,,146.2866349943446,142.87068072038434,-1,1,0.00867308628870278,151.04872131347656,,,2.3323827471717493,,0
2024-01-29,IBM,176.36298409757967,178.24459060329986,175.03644806572254,176.06192016601562,6107900,,,165.7203845821141,160.0233517011613,-1,1,-0.0014939003468171785,176.32533264160156,,,3.2081425375773165,,0
2024-01-29,MSFT,400.0946315969203,403.9570567007328,398.39003594013263,403.70086669921875,24510200,,,391.1859341006536,382.3901068676962,-1,1,0.014334207719493008,397.99591064453125,,,5.567020760600144,,0
2024-01-29,ORCL,111.83665033360268,112.2284007196284,110.68096876164367,111.40571594238281,7014400,,,108.53753884448068,105.81880571380039,-1,1,-0.007763302183996124,112.27735900878906,,,1.5474319579847275,,0
2024-01-29,TSLA,185.6300048828125,191.47999572753906,183.6699981689453,190.92999267578125,125013100,,,205.85767306435682,219.98643100728864,-1,-1,0.04190991910385411,183.25,,,7.80999755859375,,0
2024-01-30,AAPL,189.15363947733223,190.00559424490717,185.71610228505008,186.28076171875,55859400,186.1326675415039,,188.52449711361513,186.76025540505546,-1,1,-0.019246020779481232,189.936279296875,56601150.0,0.986895142589859,4.289491959857088,4.494084680725281,1
2024-01-30,AMZN,160.6999969482422,161.72999572753906,158.49000549316406,159.0,45207400,153.5359992980957,,156.5183408388509,154.07524473286023,-1,1,-0.014014601164705653,161.25999450683594,45186530.0,1.0004618633030684,3.239990234375,4.473218754018506,1
